Name,SOS#,Assn Type,# of Units,Telephone,Address1,Address2,City,State,Zip Code,County,Address1_clean,Address2_Normalized,Firm_Normalized,Phone_Normalized,Firm_ByPhone,Firm_ByAddress,Firm_Final,Name_Changed_Flag
Pacific Vintage Owners Association,7910-1996,SUB,164,(702) 942-2500,Community Management Group,2450 Box Canyon Dr,Las Vegas,NV,89128,Clark,COMMUNITY MANAGEMENT GROUP,2450 box canyon dr,community management group,7029422500,community management group,community management group,community management group,False
Painted Desert Community Association,8551-1985,MSTR,62,(702) 645-3774,Desert Community Management,5565 Painted Mirage Rd,Las Vegas,NV,89149,Clark,DESERT COMMUNITY MANAGEMENT,5565 painted mirage rd,desert community management,7026453774,desert community management,desert community management,desert community management,False
Painted Desert Estates Homeowners Association,1093-1988,SUB,72,(702) 982-0430,Desert Community Management,6240 N Durango Dr Ste 115,Las Vegas,NV,89149,Clark,DESERT COMMUNITY MANAGEMENT,6240 n durango dr,desert community management,7029820430,desert community management,desert community management,desert community management,False
Painted Trails At Kiley West Maintenance Association,20394-2002,REG,175,(702) 737-8580,"Firstservice Residential, Nevada, Llc",8290 Arville St,Reno,NV,89139,Washoe,"FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,False
Palacio Community Association,1081-1999,REG,65,(702) 851-7660,Nicklin Property Management,375 N Stephanie St Ste 911B,Henderson,NV,89014,Clark,NICKLIN PROPERTY MANAGEMENT,375 n stephanie st,nicklin community management service,7028517660,nicklin community management service,nicklin community management service,nicklin community management service,False
Palatine Hill Community Association,15395-1996,SUB,135,(702) 851-7660,Nicklin Property Management,375 N Stephanie St Ste 911-B,Henderson,NV,89014,Clark,NICKLIN PROPERTY MANAGEMENT,375 n stephanie st,nicklin community management service,7028517660,nicklin community management service,nicklin community management service,nicklin community management service,False
Palazzo Monte At Seven Hills Homeowners Association,27070-2000,SUB,117,(702) 933-7764,Real Property Management Group,Po Box 95606,Las Vegas,NV,89193,Clark,REAL PROPERTY MANAGEMENT GROUP,po box 95606,real property management group,7029337764,real propertie management group,real propertie management group,real property management group,False
Palermo Homeowners Association,12784-1996,SUB,151,(702) 869-0937,Prime Community Management,181 N Arroyo Grande Blvd Ste 125,Henderson,NV,89074,Clark,PRIME COMMUNITY MANAGEMENT,181 n arroyo grande blvd,prime community management,7028690937,prime community management,prime community management,prime community management,False
Palermo West Homeowners Association,10427-1998,SUB,240,(702) 818-4780,Shelter Management Group,Po Box 777008,Henderson,NV,89077,Clark,SHELTER MANAGEMENT GROUP,po box 777008,shelter management group,7028184780,shelter management group,shelter management group,shelter management group,False
Palisades Community Association,5497-1999,SUB,131,(702) 737-8580,Firstservice Residential Nevada Llc,8290 Arville St,Las Vegas,NV,89139,Clark,FIRSTSERVICE RESIDENTIAL NEVADA LLC,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,False
Palisades Estates Homeowner'S Association,11916-2004,REG,20,(702) 362-6262,Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark,TERRA WEST MANAGEMENT SERVICES,po box 80900,terra west management service,7023626262,terra west management service,terra west management service,terra west management service,False
Palisades Point Property Owners Association,9083-1993,REG,80,(702) 737-8580,"Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,"FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,False
Palm Canyon At Painted Desert Homeowners Association,1882-1988,SUB,70,(702) 645-3774,Desert Community Management,6240 N Durango Dr Ste 115,Las Vegas,NV,89149,Clark,DESERT COMMUNITY MANAGEMENT,6240 n durango dr,desert community management,7026453774,desert community management,desert community management,desert community management,False
Palm Canyon Homeowners Association,15715-1993,REG,583,(702) 851-7660,Nicklin Property Management,375 N Stephanie St Ste 911,Henderson,NV,89014,Clark,NICKLIN PROPERTY MANAGEMENT,375 n stephanie st,nicklin community management service,7028517660,nicklin community management service,nicklin community management service,nicklin community management service,False
Palm Creek Community Association,0862962005-5,REG,106,(702) 515-2042,Thoroughbred Management Inc,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark,THOROUGHBRED MANAGEMENT INC,2555 w cheyenne ave,thoroughbred management,7025152042,thoroughbred management,thoroughbred management,thoroughbred management,False
Palm Gardens Estates Owners' Association,4686-1990,REG,52,(702) 298-5592,Cdm Management,3650 S Pointe Cir Ste 201,Laughlin,NV,89029,Clark,CDM MANAGEMENT,3650 s pointe cir,cdm management,7022985592,cdm management,cdm management,cdm management,False
Palm Gardens Homeowners Association Inc,1282-1995,REG,600,(702) 737-8580,Firstservice Residential Nevada Llc,8290 Arville St,Las Vegas,NV,89139,Clark,FIRSTSERVICE RESIDENTIAL NEVADA LLC,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,False
Palm Haven Homeowners Association,3007912019-7,REG,22,(702) 531-3382,Camco,Po Box 400518,Las Vegas,NV,89140,Clark,CAMCO,po box 400518,camco,7025313382,camco,camco,camco,False
"Palm Hills Homeowners Association, Inc.",15616-1996,REG,558,(702) 458-2580,Colonial Property Managemetn,8595 S Eastern Ave,Las Vegas,NV,89123,Clark,COLONIAL PROPERTY MANAGEMETN,8595 s eastern ave,colonial property managemetn,7024582580,colonial property management,colonial property management,colonial property management,True
Palm Terrace Homeowners' Association,0504042005-2,REG,40,(702) 515-2042,Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark,THOROUGHBRED MANAGEMENT,2555 w cheyenne ave,thoroughbred management,7025152042,thoroughbred management,thoroughbred management,thoroughbred management,False
Palm Valley Homeowners Association,7580-1991,SUB,114,(702) 992-7211,Desert Living Inc,8925 S Pecos Rd Ste 15A,Henderson,NV,89074,Clark,DESERT LIVING INC,8925 s peco rd,desert living,7029927211,desert living,desert living,desert living,False
Palm Vistas Homeowners' Association,0123972007-4,REG,52,(702) 458-2580,Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark,COLONIAL PROPERTY MANAGEMENT,8595 s eastern ave,colonial property management,7024582580,colonial property management,colonial property management,colonial property management,False
Palmilla @ The Vistas Homeowners Association,0339482005-3,SUB,81,(702) 737-8580,"Firstservice Residential, Nevada Llc",8290 Arville St,Las Vegas,NV,89139,Clark,"FIRSTSERVICE RESIDENTIAL, NEVADA LLC",8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,False
Palmilla Homeowner'S Association,14571-2003,REG,300,(702) 737-8580,Firstservice Residential Nevada Llc,8290 Arville St,Las Vegas,NV,89139,Clark,FIRSTSERVICE RESIDENTIAL NEVADA LLC,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,False
Palmridge Drive Homeowners Association Inc,1426-1990,SUB,56,(702) 795-1740,Shannon Day Property Management,5460 S Eastern Ave,Las Vegas,NV,89119,Clark,SHANNON DAY PROPERTY MANAGEMENT,5460 s eastern ave,shannon day property management,7027951740,shannon day property management,shannon day property management,shannon day property management,False
Palms Place Unit Owners' Association,0570612006-2,REG,600,(702) 405-3300,Pinnacle Community Association Management,9330 W Sahara Ave Ste 210,Las Vegas,NV,89117,Clark,PINNACLE COMMUNITY ASSOCIATION MANAGEMENT,9330 w sahara ave,pinnacle community association management,7024053300,pinnacle community association management,pinnacle community association management,pinnacle community association management,False
Palo Verde North Homeowners Association,0490692005-2,SUB,61,(702) 851-7660,Nicklin Community Management Services,375 N Stephanie St Ste 911B,Henderson,NV,89014,Clark,NICKLIN COMMUNITY MANAGEMENT SERVICES,375 n stephanie st,nicklin community management service,7028517660,nicklin community management service,nicklin community management service,nicklin community management service,False
Palo Verde Ranch Homeowners Association,7578-2004,REG,93,(702) 531-3382,Camco,Po Box 400518,Las Vegas,NV,89140,Clark,CAMCO,po box 400518,camco,7025313382,camco,camco,camco,False
Palo Vista Homeowners Association,0185782012-2,REG,40,(702) 531-3382,Camco,Po Box 400518,Las Vegas,NV,89140,Clark,CAMCO,po box 400518,camco,7025313382,camco,camco,camco,False
Paloma Homeowners,11682-1998,SUB,202,(702) 737-8580,"Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,"FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,False
Paloma Valley Association,0218542005-5,REG,54,(702) 982-2587,Nevada'S Finest Properties Llc,3568 E Russell Rd,Las Vegas,NV,89120,Clark,NEVADA'S FINEST PROPERTIES LLC,3568 e russell rd,nevada finest propertie,7029822587,nevada finest propertie,nevada finest propertie,nevada finest propertie,False
Palomino Estates Homeowner Association Inc,215-1985,REG,141,(702) 362-6262,Terra West Management Services,Po Box 80900,Las Vegas,NV,89113,Clark,TERRA WEST MANAGEMENT SERVICES,po box 80900,terra west management service,7023626262,terra west management service,terra west management service,terra west management service,False
Palomino Gardens Homeowners Association,1558-1993,REG,15,(702) 285-5430,Virender K Sanwal,837 Trotter Cir,Las Vegas,NV,89107,Clark,VIRENDER K SANWAL,837 trotter cir,virender k sanwal,7022855430,virender k sanwal,virender k sanwal,virender k sanwal,False
Panorama Point @ Summerlin North,SAME AS MASTER,SAM,155,(702) 838-5500,Summerlin Community Management,2120 Snow Trail,Las Vegas,NV,89134,Clark,SUMMERLIN COMMUNITY MANAGEMENT,2120 snow trail,summerlin community management,7028385500,summerlin community management,summerlin community management,summerlin community management,False
"Paradise Canyon Resort Owners Association, Inc.",14058-2001,MSTR,12,(702) 345-2200,Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark,COLONIAL PROPERTY MANAGEMENT,736 w pioneer blvd,colonial property management,7023452200,colonial property management,colonial property management,colonial property management,False
Paradise Colony Homeowners Association,3049-1985,REG,134,(702) 942-2500,Community Management Group,2450 Box Canyon Dr,Las Vegas,NV,89128,Clark,COMMUNITY MANAGEMENT GROUP,2450 box canyon dr,community management group,7029422500,community management group,community management group,community management group,False
Paradise Court Homeowners Association,13717-2004,REG,345,(702) 933-7764,Real Properties Management Group Inc,Po Box 95606,Las Vegas,NV,89193,Clark,REAL PROPERTIES MANAGEMENT GROUP INC,po box 95606,real propertie management group,7029337764,real propertie management group,real propertie management group,real propertie management group,False
Paradise Cove Homeowners Association,8161-1995,REG,20,(702) 405-3300,Pinnacle Community Assn Management,9330 W Sahara Ave Ste 210,Las Vegas,NV,89117,Clark,PINNACLE COMMUNITY ASSN MANAGEMENT,9330 w sahara ave,pinnacle community assn management,7024053300,pinnacle community association management,pinnacle community association management,pinnacle community association management,True
Paradise Falls Homeowners Association,25279-1999,REG,207,(702) 851-7660,Nicklin Property Management & Investments Inc,375 N Stephanie St Ste 911-B,Henderson,NV,89014,Clark,NICKLIN PROPERTY MANAGEMENT & INVESTMENTS INC,375 n stephanie st,nicklin community management service,7028517660,nicklin community management service,nicklin community management service,nicklin community management service,False
Paradise Greens Homeowners Association,28909-1997,REG,19,(702) 434-5890,Griswold Real Estate Management,3260 Fountain Falls Wy Ste 1026,N Las Vegas,NV,89032,Clark,GRISWOLD REAL ESTATE MANAGEMENT,3260 fountain fall wy,griswold real estate management,7024345890,griswold real estate management,griswold real estate management,griswold real estate management,False
"Paradise Hills Landscape Maintenance Association, Inc.",453-1996,REG,854,(702) 737-8580,"Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,"FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,False
Paradise Island Homeowners Association,8856-1997,REG,14,(702) 736-9450,Taylor Association Management,259 N Pecos Rs Ste 100,Henderson,NV,89074,Clark,TAYLOR ASSOCIATION MANAGEMENT,259 n peco rs,taylor association management,7027369450,taylor association management,taylor association management,taylor association management,False
Paradise Island Iv Homeowners Association,13792-2004,REG,22,(702) 458-2580,Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark,COLONIAL PROPERTY MANAGEMENT,8595 s eastern ave,colonial property management,7024582580,colonial property management,colonial property management,colonial property management,False
Paradise Meadows Homeowners Association,25737-2001,REG,138,(702) 942-2500,Community Management Group,2450 Box Canyon Dr,Las Vegas,NV,89128,Clark,COMMUNITY MANAGEMENT GROUP,2450 box canyon dr,community management group,7029422500,community management group,community management group,community management group,False
