Name,SOS#,Assn Type,# of Units,Telephone,Address1,Address2,City,State,Zip Code,County,Address2_Normalized,Firm_Normalized,Phone_Normalized,Firm_ByPhone,Firm_ByAddress,Firm_Canonical,Firm_Final
"Monaco Landscape Maintenance Association, Inc",22200-1998,REG,1337.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
"Montage Owners Association, The",0398132008-6,REG,380.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville Street,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Montagne Marron Community Association,12843-2000,SUB,346.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Montecito Homeowners Association,26087-2000,SUB,221.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Monterrey Ii Owners Association,17480-1995,SUB,125.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Mount Hope Highlands Community Association,30069-2003,REG,49.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Mt Charleston Golf Estates Homeowners Association,5806-1981,REG,45.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Nye,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Mystic Valley Association,28252-1999,REG,103.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Nevada Trails Ii Community Association,8170-2004,MSTR,294.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville Street,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Newport Lofts Homeowners Association,0033662005-6,REG,171.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
North Meadows Homeowners Association,26494-2000,REG,217.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
North Meadows West Homeowners Association,8093-2002,REG,195.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Northern Terrace Homeowners Association,0823162006-3,SUB,920.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Northshores Owners Association,16685-1994,MSTR,640.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Northstar Estates Homeowners' Association,978-2005,REG,235.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Old Vegas Manor And Estates Home Owners Association,23943-2002,REG,229.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Old Vegas Ranch Landscape Maintenance Association,23929-2002,REG,860.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Palisades Community Association,5497-1999,SUB,131.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Palisades Point Property Owners Association,9083-1993,REG,80.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Palmilla @ The Vistas Homeowners Association,0339482005-3,SUB,81.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Palmilla Homeowner'S Association,14571-2003,REG,300.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Paloma Homeowners,11682-1998,SUB,202.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
"Paradise Hills Landscape Maintenance Association, Inc.",453-1996,REG,854.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
"Parks Homeowners Association, The",22737-2000,REG,449.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Paseo At Coronado Ranch Landscape Maintenance Corporation,28312-2000,REG,514.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Paseo Ridge Homeowners Association,15594-2004,REG,139.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville Street,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Pearl Cove Ii Homeowners Association,31082-2003,REG,95.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Pearl Homeowners Association,22517-2002,REG,265.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Pebble Creek West Homeowners Association,0825672005-5,REG,241.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
"Pine Cove Landscape Maintenance Association, The",30359-2002,REG,65.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Pine Meadows Community Association,13863-1997,REG,633.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Positano Homeowners Association,0358592006-0,REG,148.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Quail Ridge Homeowners Association,25542-1998,SUB,130.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Queensridge Owners Association,15704-1996,MSTR,987.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville Street,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Rainbow Crossing Estates Homeowners Association,0575582018-6,REG,324.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
